Pollinator Library ID,Determined By,Order,Family,Genus,Species,Origin Facility,Date,Time,Collected By,Plant Order,Plant Family,Plant Genus,Plant Species,Land Use,State Collected,County Collected,Elevation (m),Longitude,Latitude,Average Wind Speed (km/h),Air temperature (°C),Relative Humidity (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01_2012ND_056,Sara Clark,Hymenoptera,Halictidae,Agapostemon,virescens,Northern Prairie Wildlife Research Center,20120702,N/A,Russ Bryant,Asterales,Asteraceae,Cirsium,arvense,National Wildlife Refuge,North Dakota,Richland,330,-96.97,46.07,3,34,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01_2012ND_057,Sara Clark,Diptera,Stratiomyidae,Odontomyia,sp.,Northern Prairie Wildlife Research Center,20120702,N/A,Russ Bryant,Gentianales,Asclepiadaceae,Asclepias,speciosa,National Wildlife Refuge,North Dakota,Richland,329,-96.97,46.07,3,34,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01_2012ND_058,Sara Clark,Diptera,Stratiomyidae,Odontomyia,sp.,Northern Prairie Wildlife Research Center,20120702,N/A,Russ Bryant,Gentianales,Asclepiadaceae,Asclepias,speciosa,National Wildlife Refuge,North Dakota,Richland,329,-96.97,46.07,3,34,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01_2012ND_059,Sara Clark,Diptera,Stratiomyidae,Odontomyia,sp.,Northern Prairie Wildlife Research Center,20120702,N/A,Russ Bryant,Gentianales,Asclepiadaceae,Asclepias,speciosa,National Wildlife Refuge,North Dakota,Richland,329,-96.97,46.07,3,34,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01_2012ND_060,Sara Clark,Diptera,Stratiomyidae,Stratiomys,sp.,Northern Prairie Wildlife Research Center,20120702,N/A,Russ Bryant,Apiales,Apiaceae,Cicuta,sp.,National Wildlife Refuge,North Dakota,Richland,329,-96.97,46.07,3,34,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01_2012ND_061,Sara Clark,Hymenoptera,Crabronidae,Bembix,sp.,Northern Prairie Wildlife Research Center,20120703,N/A,Russ Bryant,Asterales,Asteraceae,Cirsium,arvense,National Wildlife Refuge,North Dakota,Richland,330,-96.97,46.07,6,32,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01_2012ND_062,Sara Clark,Hymenoptera,Crabronidae,N/A,N/A,Northern Prairie Wildlife Research Center,20120703,N/A,Russ Bryant,Gentianales,Asclepiadaceae,Asclepias,incarnata,National Wildlife Refuge,North Dakota,Richland,329,-96.97,46.07,6,32,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01_2012ND_063,Sara Clark,Hymenoptera,Apidae,Melissodes,desponsa,Northern Prairie Wildlife Research Center,20120703,N/A,Russ Bryant,Asterales,Asteraceae,Cirsium,undulatum,National Wildlife Refuge,North Dakota,Richland,329,-96.97,46.07,6,32,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01_2012ND_064,Sara Clark,Hymenoptera,Andrenidae,Andrena,sp.,Northern Prairie Wildlife Research Center,20120709,N/A,Russ Bryant,Fabales,Fabaceae,Amorpha,canescens,National Wildlife Refuge,North Dakota,Stutsman,475,-98.86,47.21,2,31,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01_2012ND_065,Sara Clark,Hymenoptera,Apidae,Apis,mellifera,Northern Prairie Wildlife Research Center,20120709,N/A,Russ Bryant,Fabales,Fabaceae,Amorpha,canescens,National Wildlife Refuge,North Dakota,Stutsman,475,-98.86,47.21,2,31,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01_2012ND_066,Sara Clark,Diptera,Syrphidae,Eristalis,stipator,Northern Prairie Wildlife Research Center,20120709,N/A,Russ Bryant,Fabales,Fabaceae,Amorpha,canescens,National Wildlife Refuge,North Dakota,Stutsman,475,-98.86,47.21,2,31,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01_2012ND_067,Sara Clark,Hymenoptera,Apidae,Bombus,griseocollis,Northern Prairie Wildlife Research Center,20120710,N/A,Russ Bryant,Fabales,Fabaceae,Amorpha,canescens,National Wildlife Refuge,North Dakota,Stutsman,468,-98.86,47.21,8,27,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01_2012ND_068,Sara Clark,Hymenoptera,Apidae,Bombus,griseocollis,Northern Prairie Wildlife Research Center,20120710,N/A,Russ Bryant,Fabales,Fabaceae,Amorpha,canescens,National Wildlife Refuge,North Dakota,Stutsman,481,-98.86,47.22,8,27,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01_2012ND_069,Sara Clark,Hymenoptera,Halictidae,Lasioglossum,sp.,Northern Prairie Wildlife Research Center,20120710,N/A,Russ Bryant,Fabales,Fabaceae,Amorpha,canescens,National Wildlife Refuge,North Dakota,Stutsman,481,-98.86,47.21,8,27,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01_2012ND_070,Sara Clark,Hymenoptera,Apidae,Melissodes,subillata,Northern Prairie Wildlife Research Center,20120710,N/A,Russ Bryant,Asterales,Asteraceae,Ratibida,columnifera,National Wildlife Refuge,North Dakota,Stutsman,475,-98.86,47.22,8,27,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01_2012ND_071,Sara Clark,Hymenoptera,Megachilidae,Megachile,inermis,Northern Prairie Wildlife Research Center,20120710,N/A,Russ Bryant,Asterales,Asteraceae,Cirsium,arvense,National Wildlife Refuge,North Dakota,Stutsman,475,-98.86,47.22,8,27,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01_2012ND_072,Sara Clark,Hymenoptera,Apidae,Ceratina,calcarata/dupla,Northern Prairie Wildlife Research Center,20120710,N/A,Russ Bryant,Asterales,Asteraceae,Cirsium,flodmanii,National Wildlife Refuge,North Dakota,Stutsman,475,-98.86,47.22,8,27,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01_2012ND_073,Sara Clark,Hymenoptera,Andrenidae,Protandrena,sp.,Northern Prairie Wildlife Research Center,20120710,N/A,Russ Bryant,Asterales,Asteraceae,Cirsium,flodmanii,National Wildlife Refuge,North Dakota,Stutsman,481,-98.86,47.21,8,27,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01_2012ND_074,Sara Clark,Hymenoptera,Apidae,Bombus,griseocollis,Northern Prairie Wildlife Research Center,20120718,N/A,Russ Bryant,Fabales,Fabaceae,Dalea,purpurea,National Wildlife Refuge,North Dakota,Benson,475,-98.99,47.97,4,30,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01_2012ND_075,Sara Clark,Hymenoptera,Apidae,Bombus,vagans,Northern Prairie Wildlife Research Center,20120718,N/A,Russ Bryant,Lamiales,Lamiaceae,Monarda,fistulosa,National Wildlife Refuge,North Dakota,Benson,487,-98.99,47.96,4,30,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01_2012ND_076,Sara Clark,Hymenoptera,Andrenidae,Protandrena,sp.,Northern Prairie Wildlife Research Center,20120718,N/A,Russ Bryant,Lamiales,Lamiaceae,Monarda,fistulosa,National Wildlife Refuge,North Dakota,Benson,480,-98.99,47.96,4,30,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01_2012ND_077,Sara Clark,Hymenoptera,Megachilidae,Megachile,latimanus,Northern Prairie Wildlife Research Center,20120718,N/A,Russ Bryant,Lamiales,Lamiaceae,Monarda,fistulosa,National Wildlife Refuge,North Dakota,Benson,487,-98.99,47.96,4,30,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01_2012ND_078,Sara Clark,Hymenoptera,Crabronidae,Bembix,sp.,Northern Prairie Wildlife Research Center,20120719,N/A,Russ Bryant,Fabales,Fabaceae,Dalea,purpurea,National Wildlife Refuge,North Dakota,Benson,475,-98.99,47.97,3,34,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01_2012ND_079,Sara Clark,Hymenoptera,Megachilidae,Hoplitis,pilosifrons,Northern Prairie Wildlife Research Center,20120719,N/A,Russ Bryant,Lamiales,Lamiaceae,Monarda,fistulosa,Conservation Reserve Program,North Dakota,Benson,464,-99.02,47.91,3,36,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01_2012ND_080,Sara Clark,Hymenoptera,Apidae,Melissodes,trinodis,Northern Prairie Wildlife Research Center,20120723,N/A,Russ Bryant,Asterales,Asteraceae,Liatris,sp.,National Wildlife Refuge,North Dakota,Richland,329,-96.97,46.07,8,26,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01_2012ND_081,Sara Clark,Hymenoptera,Apidae,Melissodes,desponsa,Northern Prairie Wildlife Research Center,20120723,N/A,Russ Bryant,Asterales,Asteraceae,Cirsium,arvense,National Wildlife Refuge,North Dakota,Richland,329,-96.97,46.07,8,26,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01_2012ND_082,Sara Clark,Hymenoptera,Apidae,Melissodes,trinodis,Northern Prairie Wildlife Research Center,20120723,N/A,Russ Bryant,Asterales,Asteraceae,Liatris,ligulistylis,National Wildlife Refuge,North Dakota,Richland,329,-96.97,46.07,8,26,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01_2012ND_083,Sara Clark,Hymenoptera,Apidae,Melissodes,trinodis,Northern Prairie Wildlife Research Center,20120723,N/A,Russ Bryant,Asterales,Asteraceae,Liatris,ligulistylis,National Wildlife Refuge,North Dakota,Richland,329,-96.97,46.07,8,26,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01_2012ND_084,Sara Clark,Diptera,Syrphidae,Lejops,curvipes,Northern Prairie Wildlife Research Center,20120723,N/A,Russ Bryant,Asterales,Asteraceae,Solidago,mollis,National Wildlife Refuge,North Dakota,Richland,329,-96.97,46.07,8,26,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01_2012ND_085,Sam O'Dell,Diptera,Syrphidae,Lejops,distinctus,Northern Prairie Wildlife Research Center,20120723,N/A,Russ Bryant,Asterales,Asteraceae,Solidago,mollis,National Wildlife Refuge,North Dakota,Richland,330,-96.97,46.07,8,26,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01_2012ND_086,Sara Clark,Diptera,Syrphidae,Eristalis,stipator,Northern Prairie Wildlife Research Center,20120725,N/A,Russ Bryant,Asterales,Asteraceae,Cirsium,arvense,Conservation Reserve Program,North Dakota,Stutsman,470,-98.89,47.32,6,29,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01_2012ND_087,Sara Clark,Hymenoptera,Apidae,Melissodes,trinodis,Northern Prairie Wildlife Research Center,20120725,N/A,Russ Bryant,Asterales,Asteraceae,Sonchus,arvensis,Conservation Reserve Program,North Dakota,Stutsman,468,-98.89,47.32,6,29,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01_2012ND_088,Sara Clark,Diptera,Syrphidae,Helophilus,sp.,Northern Prairie Wildlife Research Center,20120725,N/A,Russ Bryant,Asterales,Asteraceae,Sonchus,arvensis,Conservation Reserve Program,North Dakota,Stutsman,468,-98.89,47.32,6,29,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01_2012ND_089,Sara Clark,Diptera,Syrphidae,Eristalis,anthophorina,Northern Prairie Wildlife Research Center,20120725,N/A,Russ Bryant,Asterales,Asteraceae,Sonchus,arvensis,Conservation Reserve Program,North Dakota,Stutsman,468,-98.89,47.32,6,29,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01_2012ND_090,Sara Clark,Diptera,Syrphidae,Eristalis,dimidiata,Northern Prairie Wildlife Research Center,20120725,N/A,Russ Bryant,Asterales,Asteraceae,Sonchus,arvensis,Conservation Reserve Program,North Dakota,Stutsman,469,-98.89,47.32,6,29,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01_2012ND_091,Sara Clark,Diptera,Stratiomyidae,Odontomyia,sp.,Northern Prairie Wildlife Research Center,20120806,N/A,Russ Bryant,Asterales,Asteraceae,Solidago,canadensis,National Wildlife Refuge,North Dakota,Stutsman,462,-98.86,47.21,2,31,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01_2012ND_092,Sara Clark,Hymenoptera,Crabronidae,Bembix,sp.,Northern Prairie Wildlife Research Center,20120806,N/A,Russ Bryant,Asterales,Asteraceae,Solidago,sp.,National Wildlife Refuge,North Dakota,Stutsman,462,-98.86,47.21,2,31,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01_2012ND_093,Sara Clark,Hymenoptera,Andrenidae,Protandrena,sp.,Northern Prairie Wildlife Research Center,20120806,N/A,Russ Bryant,Asterales,Asteraceae,Sonchus,arvensis,Conservation Reserve Program,North Dakota,Stutsman,470,-98.89,47.32,3,29,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01_2012ND_094,Sara Clark,Diptera,Bombyliidae,Poecilanthrax,sp.,Northern Prairie Wildlife Research Center,20120814,N/A,Russ Bryant,Asterales,Asteraceae,Solidago,sp.,National Wildlife Refuge,North Dakota,Benson,482,-99.00,47.96,4,24,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01_2012ND_095,Sara Clark,Hymenoptera,Andrenidae,Andrena,sp.,Northern Prairie Wildlife Research Center,20120814,N/A,Russ Bryant,Asterales,Asteraceae,Grindelia,squarrosa,National Wildlife Refuge,North Dakota,Benson,475,-98.99,47.97,4,24,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01_2012ND_096,Sara Clark,Hymenoptera,Apidae,Ceratina,calcarata/dupla,Northern Prairie Wildlife Research Center,20120814,N/A,Russ Bryant,Asterales,Asteraceae,Grindelia,squarrosa,National Wildlife Refuge,North Dakota,Benson,475,-98.99,47.97,4,24,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01_2012ND_097,Sara Clark,Hymenoptera,Colletidae,Hylaeus,mesillae,Northern Prairie Wildlife Research Center,20120821,N/A,Russ Bryant,Asterales,Asteraceae,Solidago,missouriensis,National Wildlife Refuge,North Dakota,Stutsman,464,-98.86,47.21,6,33,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01_2012ND_098,Sara Clark,Hymenoptera,Apidae,Apis,mellifera,Northern Prairie Wildlife Research Center,20120821,N/A,Russ Bryant,Asterales,Asteraceae,Solidago,missouriensis,National Wildlife Refuge,North Dakota,Stutsman,464,-98.86,47.21,6,33,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01_2012ND_099,Sara Clark,Hymenoptera,Halictidae,Lasioglossum,sp.,Northern Prairie Wildlife Research Center,20120821,N/A,Russ Bryant,Asterales,Asteraceae,Solidago,missouriensis,National Wildlife Refuge,North Dakota,Stutsman,464,-98.86,47.21,6,33,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01_2012ND_100,Sara Clark,Hymenoptera,Apidae,Apis,mellifera,Northern Prairie Wildlife Research Center,20120821,N/A,Russ Bryant,Asterales,Asteraceae,Solidago,missouriensis,National Wildlife Refuge,North Dakota,Stutsman,464,-98.86,47.21,6,33,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01_2012ND_101,Sara Clark,Hymenoptera,Apidae,Apis,mellifera,Northern Prairie Wildlife Research Center,20120821,N/A,Russ Bryant,Asterales,Asteraceae,Solidago,missouriensis,National Wildlife Refuge,North Dakota,Stutsman,464,-98.86,47.21,6,33,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01_2012ND_102,Sara Clark,Diptera,Tachinidae,Archytas,sp.,Northern Prairie Wildlife Research Center,20120821,N/A,Russ Bryant,Asterales,Asteraceae,Solidago,missouriensis,National Wildlife Refuge,North Dakota,Stutsman,464,-98.86,47.21,6,33,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01_2012ND_103,Sara Clark,Diptera,Tachinidae,Archytas,sp.,Northern Prairie Wildlife Research Center,20120821,N/A,Russ Bryant,Asterales,Asteraceae,Solidago,missouriensis,National Wildlife Refuge,North Dakota,Stutsman,464,-98.86,47.21,6,33,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01_2012ND_104,Sara Clark,Diptera,Tachinidae,Archytas,sp.,Northern Prairie Wildlife Research Center,20120821,N/A,Russ Bryant,Asterales,Asteraceae,Solidago,missouriensis,National Wildlife Refuge,North Dakota,Stutsman,464,-98.86,47.21,6,33,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01_2012ND_105,Sara Clark,Hymenoptera,Crabronidae,Bembix,sp.,Northern Prairie Wildlife Research Center,20120821,N/A,Russ Bryant,Asterales,Asteraceae,Solidago,missouriensis,National Wildlife Refuge,North Dakota,Stutsman,464,-98.86,47.21,6,33,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01_2012ND_106,Sara Clark,Hymenoptera,Andrenidae,Andrena,sp.,Northern Prairie Wildlife Research Center,20120828,N/A,Russ Bryant,Asterales,Asteraceae,Solidago,canadensis,National Wildlife Refuge,North Dakota,Benson,475,-98.99,47.97,1,28,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01_2012ND_107,Sara Clark,Hymenoptera,Apidae,Ceratina,calcarata/dupla,Northern Prairie Wildlife Research Center,20120828,N/A,Russ Bryant,Asterales,Asteraceae,Grindelia,squarrosa,National Wildlife Refuge,North Dakota,Benson,475,-98.99,47.97,1,28,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01_2012ND_108,Sara Clark,Diptera,Syrphidae,Sphaerophoria,sp.,Northern Prairie Wildlife Research Center,20120905,N/A,Russ Bryant,Asterales,Asteraceae,Sonchus,arvensis,Conservation Reserve Program,North Dakota,Stutsman,468,-98.89,47.32,14,20,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01_2012ND_109,Sam O'Dell,Diptera,Syrphidae,Tropidia,quadrata,Northern Prairie Wildlife Research Center,20120906,N/A,Russ Bryant,Asterales,Asteraceae,Erigeron,sp.,Conservation Reserve Program,North Dakota,Stutsman,467,-98.90,47.32,2,18,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01_2012ND_110,Sara Clark,Hymenoptera,Megachilidae,Hoplitis,pilosifrons,Northern Prairie Wildlife Research Center,20120906,N/A,Russ Bryant,Lamiales,Lamiaceae,Monarda,fistulosa,Conservation Reserve Program,North Dakota,Benson,464,-99.02,47.91,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01_2013ND_001,Sam O'Dell,Diptera,Stratiomyidae,Odontomyia,sp.,Northern Prairie Wildlife Research Center,20130613,N/A,Russ Bryant,Apiales,Apiaceae ,Zizia,aurea,National Wildlife Refuge,North Dakota,Richland,329,-96.97,46.07,2,24,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01_2013ND_002,Sam O'Dell,Diptera,Stratiomyidae,Odontomyia,sp.,Northern Prairie Wildlife Research Center,20130613,N/A,Russ Bryant,Apiales,Apiaceae ,Zizia,aurea,National Wildlife Refuge,North Dakota,Richland,329,-96.97,46.07,2,24,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01_2013ND_003,Sam O'Dell,Diptera,Syrphidae,Tropidia,quadrata,Northern Prairie Wildlife Research Center,20130613,N/A,Russ Bryant,Apiales,Apiaceae ,Zizia,aurea,National Wildlife Refuge,North Dakota,Richland,329,-96.97,46.07,2,24,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01_2013ND_004,Sam O'Dell,Hymenoptera,Halictidae,Lasioglossum,sp.,Northern Prairie Wildlife Research Center,20130618,N/A,Russ Bryant,Apiales,Apiaceae ,Zizia,aurea,National Wildlife Refuge,North Dakota,Benson,484,-99.00,47.96,3,23,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
